review_id,review_datePublished,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes
review-58901384,2024-07-19,Graphic Designer,Jio,Mumbai,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,they are providing good salary ,everything is good their
review-58885422,2024-07-19,Jio Point Manager,Jio,Coimbatore,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,It's good company nice ,No
review-58880578,2024-07-19,RF Engineer,Jio,Akola,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Salary on time ,No increment
review-58876412,2024-07-19,Assistant Manager,Jio,Mumbai,3,3.0,5.0,4.0,3.0,3.0,3.0,3.0,Reliance medical insurance ,Office culture
review-58871454,2024-07-19,Ofc Project Engineer,Jio,New Delhi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Long life ,No comments me know what
review-58861346,2024-07-19,Jio - Centre Manager,Jio,Beed,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,You will not be able to make balance in personal life. ,Politics and my abh neeraj fernandis is playing role of saas mother in law
review-58865258,2024-07-18,Jio Point Manager,Jio,Howrah,1,1.0,3.0,1.0,1.0,2.0,5.0,1.0,Nothing is like for me ,Every thing is dislike
review-58859468,2024-07-18,Jio Point Manager,Jio,Ahmedabad,4,5.0,5.0,3.0,5.0,3.0,3.0,4.0,Nice ,"There was no work that I did not like, I liked everything"
review-58842800,2024-07-18,Senior Cloud Engineer,Jio,Mumbai,2,1.0,1.0,1.0,3.0,3.0,2.0,5.0,Not much work load .. ,Permanent work from office not pickup drop for shift employees and no shift allowances
review-58838234,2024-07-18,Telecom Officer,Jio,Tiruppur,5,4.0,5.0,4.0,5.0,4.0,5.0,5.0,Satisfied of work ,Salary not satisfied....
review-58835070,2024-07-18,Service Incharge,Jio,Satna,2,1.0,2.0,2.0,2.0,2.0,4.0,3.0,Company policy are good ,"Incriment / Pramotion are very disappointing,"
review-58816004,2024-07-18,Fttx  Engineer,Jio,Lucknow,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I like jio work ,No jio company is good company
review-58823444,2024-07-18,Deputy Manager,Jio,Meerut,3,1.0,2.0,1.0,1.0,1.0,2.0,2.0,Nothing ,"No culture
Toxic behaviors of seniors
S"
review-58820262,2024-07-18,Manager,Jio,Bolpur,4,3.0,3.0,2.0,2.0,4.0,4.0,2.0,Salary on time. Medical benefits ,"Work life ,"
review-58815478,2024-07-18,Softwaretest Engineer,Jio,Bangalore / Bengaluru,5,3.0,3.0,5.0,4.0,5.0,4.0,5.0,Good working culture and we can grow our skills with multiple projects ,
review-58814360,2024-07-18,Engineer,Jio,Jaipur,5,4.0,4.0,4.0,5.0,4.0,4.0,5.0,Nice team work ,Job growth and security
review-58809232,2024-07-18,Area Sales Manager,Jio,Sonipat,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All good ,Nothing to dislike
review-58800748,2024-07-18,Assistant Sales Manager,Jio,Kochi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very happy ,There is no dislikes
review-58797318,2024-07-17,Assistant Sales Manager,Jio,Mumbai,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Salary ,"Culture 
Senior management 
Unnecessary pressure"
review-58797174,2024-07-17,NOC Engineer,Jio,Mumbai,4,3.0,3.0,4.0,4.0,3.0,5.0,4.0,good culture all around here ,Salary is very low here
review-58796794,2024-07-17,Field Engineer,Jio,Itanagar,5,3.0,4.0,5.0,5.0,4.0,5.0,5.0,Good Everything ,Nothing to say
review-40028383,2024-07-17,Giga Fiber Engineer,Jio,Siliguri,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Not satisfy ,Salary and promotion not growth
review-58796058,2024-07-17,Area Loss Prevention Manager,Jio,Malegaon,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working environment is very good. ,Nothing.
review-39514171,2024-07-17,Senior Sales Executive,Jio,Kolkata,3,2.0,5.0,2.0,2.0,3.0,5.0,1.0,learning ,"Timing and kpi 
No balance life and work"
review-58782692,2024-07-17,Project Manager,Jio,Pune,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good culture ,No dislikes about company working
review-58769232,2024-07-16,Key Account Manager,Jio,New Delhi,3,2.0,2.0,2.0,2.0,3.0,4.0,3.0,Job security is there ,"Boaring culture, working like a lala company(though its one of the biggest employer)"
review-58762908,2024-07-16,UX Design Manager,Jio,Navi Mumbai,2,1.0,4.0,2.0,2.0,2.0,3.0,2.0,"Gym, swimming pool, campus ","Corporate politics, top to bottom hierarchy"
review-58761742,2024-07-16,Channel Sales Lead,Jio,Hyderabad / Secunderabad,4,4.0,5.0,4.0,4.0,4.0,4.0,4.0,Good working good knowledge ,Nothing good work good important
review-58758238,2024-07-16,Assistant Manager,Jio,Raipur,3,3.0,4.0,3.0,3.0,3.0,3.0,2.0,It is a good company  but  not job satisfaction ,Bad culture
review-58740242,2024-07-15,Work Force Management Manager,Jio,Navi Mumbai,4,3.0,3.0,4.0,4.0,3.0,4.0,4.0,"Reliance Jio is known for its innovative approach in the telecom sector, which provides opportunities to work with cutting-edge technologies. ",Workload
review-58738530,2024-07-15,Business Planning Manager,Jio,Mumbai,3,2.0,2.0,1.0,2.0,2.0,4.0,1.0,Infrastructure is really good ,Zero work life balance
review-58476978,2024-07-15,Assistant Manager,Jio,Mughalsarai,1,1.0,1.0,1.0,1.0,4.0,2.0,1.0,Training and one team ,"Bad Languages, politics, meetings to late night"
review-58718350,2024-07-15,Deputy Manager,Jio,Jagdalpur,4,3.0,4.0,3.0,3.0,3.0,4.0,3.0,Job Security ,Work Life Balance
review-58715538,2024-07-14,Senior Business Executive,Jio,Erode,4,3.0,4.0,3.0,4.0,3.0,3.0,4.0,Great place to learn how to work under heavy pressure.. ,Work life balance and continues charging of work style and job sequrity
review-58714756,2024-07-14,Assistant Manager,Jio,Navi Mumbai,4,3.0,3.0,4.0,3.0,3.0,4.0,3.0,Job Security and Infrastructure ,No work life balance
review-58704448,2024-07-14,Senior Executive Engineer,Jio,Haldwani,2,1.0,3.0,1.0,3.0,5.0,1.0,4.0,"Salary on time, No work no call ","Worst working culture, No job security, partiality in incriment and permitions"
review-58697220,2024-07-13,Senior Manager,Jio,Guwahati,1,1.0,1.0,2.0,1.0,2.0,3.0,2.0,Salary on time. ,"Working on Saturday .
Centralised approach and every one dissatisfied due pli and salary increments"
review-58696026,2024-07-13,Assistant Manager,Jio,Lucknow,2,2.0,2.0,1.0,2.0,4.0,2.0,1.0,Salary & other benifits are good ,Work culture very bad & job & family balance very disturbing
review-58692802,2024-07-13,Assistant Manager,Jio,Gwalior,5,5.0,5.0,5.0,5.0,3.0,5.0,5.0,Work life balance ,Perks & benefits
review-58692030,2024-07-13,Partnership Manager,Jio,Navi Mumbai,3,1.0,1.0,1.0,1.0,2.0,2.0,4.0,You won't get any work calls after your shirt timings ,"Toxic culture, too much pressure and very unprofessional"
review-57794104,2024-07-13,Loss Prevention Manager,Jio,Ahmedabad,2,1.0,5.0,1.0,1.0,2.0,1.0,1.0,Only salary getting time to time . ,"Job security very bad , Increment very bad"
review-58679128,2024-07-13,Connectivity Sales Lead,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Ok ,No Nothing is there
review-58432462,2024-07-13,Fiber Engineer,Jio,Durg,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I like all day all work ,2 year work but no salary incriminate
review-58675180,2024-07-13,Assistant Manager,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Fantabulous learning through out the professional Journey . ,No such issues still found in company culture and Ethics
review-58664754,2024-07-12,Software Engineer,Jio,Navi Mumbai,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Work culture , space is good ",Nothing to dislike
review-58656816,2024-07-12,JPM,Jio,Jhunjhunun,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very Good job 👍 nice ,Syandar Good job 👍 nice job
review-58652132,2024-07-12,Senior Sales Executive,Jio,Raipur,4,4.0,4.0,4.0,4.0,4.0,1.0,3.0,Supporting Managers ,Job Security is Concern
review-58622154,2024-07-10,Deputy Manager,Jio,Bangalore / Bengaluru,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Nice learning
Good environment ","Appraisal
Culture"
review-58617686,2024-07-10,Deputy Manager,Jio,Lucknow,3,1.0,4.0,3.0,3.0,4.0,3.0,4.0,Salary on time and tax saving options ,"Promotion, Annual increments, incentives"
review-58607246,2024-07-10,Enterprise Business Manager,Jio,Kharagpur,5,4.0,5.0,5.0,5.0,5.0,4.0,4.0,Training as a continuous process. ,HSW not followed stringently. Need to pay more attention towards safety of Employees especially Network & Installation Team.
review-58586036,2024-07-09,Assistant Manager Supply Chain,Jio,Siddipet,5,4.0,4.0,4.0,3.0,3.0,3.0,4.0,Good ,"Even if you work, it will not be fruitful"
review-58585162,2024-07-09,Assistant Manager Operations,Jio,Indore,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good working platform for self develop... ,
review-58579618,2024-07-09,Associate Product Manager,Jio,Mumbai,3,1.0,3.0,4.0,4.0,1.0,5.0,2.0,Cooperative and friendly seniors. ,Poor compensation and hikes
review-53043212,2024-07-08,Enterprise Sales Officer,Jio,Kolkata,1,2.0,1.0,1.0,1.0,4.0,3.0,3.0,Strict holiday and Sunday ,Sales target and pressure
review-58562166,2024-07-08,Deputy Manager HR,Jio,Mohali,2,2.0,3.0,3.0,3.0,2.0,4.0,2.0,Set procedure and software ,"Same work is done by junior , senior & learning is limited"
review-58558526,2024-07-08,Senior Executive,Jio,Mumbai,5,2.0,3.0,3.0,3.0,2.0,4.0,2.0,Good campus good working environment ,Need to work on salary and benefits and pramotions
review-58554060,2024-07-08,Tower Engineer,Jio,Amreli,2,1.0,4.0,1.0,2.0,2.0,5.0,1.0,"Job Security 
Office Facilities ","Culture 
Organization 
Bed Behaviour 
Work-life Balance"
review-58542408,2024-07-07,Mobility Sales Lead,Jio,Bareilly,4,3.0,3.0,2.0,3.0,4.0,4.0,3.0,Office infrastructure ,No growth system
review-58542084,2024-07-07,Jio Point Manager,Jio,Dumka,3,3.0,3.0,3.0,2.0,4.0,3.0,2.0,Salary on time. ,No space for personal life.There is no fix job hour. Right from you wake up until sleep is working hour.
review-58259722,2024-07-07,Assistant Manager,Jio,Bokaro,3,1.0,3.0,1.0,2.0,4.0,4.0,2.0,Salary getting on time ,No working hours. Be ready to work 24 hours*7 days
review-52805660,2024-07-06,Senior Executive,Jio,Mandi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,RELIANCE JIO INFOCOMM LTD good for everyone who working on this company. ,RELIANCE JIO INFOCOMM LTD good for everyone
review-58523198,2024-07-06,QA Automation Engineer,Jio,Navi Mumbai,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Work life balance. ,Technical processes.
review-58520930,2024-07-06,Point of Sales Manager,Jio,Ahmednagar,3,3.0,2.0,2.0,2.0,3.0,2.0,1.0,Salary credit timely ,"Working hours very strech 
Full pressure 
Company culture very bad"
review-58516642,2024-07-05,Finance Manager,Jio,Jamshedpur,4,5.0,5.0,5.0,4.0,4.0,5.0,4.0,User friendly system and Healty environment ,Reporting structure is very unprofessional
review-58513910,2024-07-05,Security Manager,Jio,Hyderabad / Secunderabad,4,3.0,4.0,3.0,3.0,3.0,4.0,4.0,Timings are good but slow growth. ,6 days working
review-58510480,2024-07-05,Software Development Engineer,Jio,Bangalore / Bengaluru,5,3.0,5.0,4.0,5.0,4.0,5.0,4.0,Development projects are good here. ,9hrs office policy.
review-58505216,2024-07-05,Network Engineer,Jio,Warangal,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent ,Nothing every thing is fine
review-58502420,2024-07-05,Information Security Analyst,Jio,Navi Mumbai,4,3.0,4.0,5.0,3.0,3.0,4.0,4.0,Work life balance is good ,Compensation component is not as expected.
review-58500600,2024-07-05,Relationship Manager,Jio,New Delhi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company ,There is nothing dislike
review-58496524,2024-07-05,Marketing Officer,Jio,Prayagraj / Allahabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nice Stop worker ,All the Best
review-58493714,2024-07-04,Jio Point Manager,Jio,Anand,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bad experience ,👎 bad experience
review-58489724,2024-07-04,Manager,Jio,Hyderabad / Secunderabad,3,3.0,3.0,3.0,2.0,3.0,4.0,3.0,Workspace & office ,Many KPIs & less growth &Low Salary & low increments & increments credited in November month every year.
review-58488546,2024-07-04,Jio Point Lead,Jio,Pune,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing Yet ,Lots of things
review-58487048,2024-07-04,Enterprise Sales Officer,Jio,Kolkata,2,3.0,1.0,1.0,1.0,3.0,1.0,3.0,Timely salary ,"They even don't know, what they want ESO to sell. Mess with your mental health."
review-58481962,2024-07-04,Network Planning Engineer,Jio,Vijayawada,3,1.0,2.0,2.0,3.0,1.0,4.0,3.0,Work life balance ,Appraisals and  no market corrections
review-58472398,2024-07-04,Assistant Manager,Jio,Hyderabad / Secunderabad,2,2.0,1.0,1.0,1.0,3.0,4.0,2.0,On time salary ,Immense Pressure without training 5-6 KPIs which is different from your JD you had given
review-58462542,2024-07-03,Cluster Manager,Jio,Amritsar,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working with such big organization is great also with talented n cooperative seniors ,Nothing to dislike
review-58461794,2024-07-03,Fttx Planning Engineer,Jio,Bangalore / Bengaluru,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good working culture ,Nothing to dislike a
review-58455872,2024-07-03,Team Lead,Jio,Chennai,1,3.0,2.0,1.0,1.0,4.0,1.0,1.0,"Nothing to say, totally disappointing ","Overall, fully negative. totally disappointing"
review-58455306,2024-07-03,Software Developer,Jio,Navi Mumbai,1,1.0,1.0,4.0,1.0,1.0,3.0,4.0,Work life balance is good. ,"Aprrisal is very less here, and only gossip culture, and seniors have bad behaviour. don't join, not good for freshers, yours skills will not grow"
review-58437950,2024-07-03,Fiber Engineer,Jio,Ujjain,5,4.0,5.0,4.0,5.0,3.0,3.0,4.0,Work planning is good mangement and support team ,Employ not safe in job
review-58452290,2024-07-03,Jio Point Manager,Jio,Udaipur,5,2.0,5.0,5.0,5.0,4.0,5.0,5.0,Improve knowledge ,Take time in appraisal
review-58448404,2024-07-03,Marketing Executive,Jio,Indore,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good ,Nothing  but good company
review-58448096,2024-07-03,Senior Executive,Jio,New Delhi,2,1.0,2.0,1.0,1.0,2.0,4.0,1.0,job reliability ,Working culture not good
review-58443282,2024-07-02,Deputy General Manager,Jio,Bangalore / Bengaluru,2,2.0,2.0,2.0,2.0,4.0,2.0,1.0,Have some strong product/ services ,Company lags strong leaders to define Enterprise business strategies
review-58441866,2024-07-02,Deputy Manager - Finance,Jio,Solapur,5,5.0,5.0,3.0,3.0,3.0,5.0,5.0,On time payment ,Employee position and working load is equal salary is low is this is not like..
review-58428280,2024-07-02,Repair Engineer,Jio,Bangalore / Bengaluru,5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Nice company  every employee is kind ,Work pressure
review-58424938,2024-07-02,Deputy Human Resource Manager and Business Partner,Jio,Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Have a lot of ownership and ability to plan of control of work ,"Nothing else, just slow, moving Company, the government"
review-58424082,2024-07-02,Assistant Manager O&M,Jio,Indore,5,4.0,5.0,5.0,5.0,4.0,5.0,5.0,Work life balance ,Appraisal not as per experience
review-58423562,2024-07-02,Network Planning and Design Engineer,Jio,New Delhi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good learning opportunities. Supportive management ,Nothing to dislike. If your manager approve all is good.
review-58423184,2024-07-02,Assistant Manager,Jio,Rohtak,2,2.0,2.0,2.0,2.0,2.0,5.0,3.0,Your Job is secure ,Poor employee wefare and no work over employee satisfaction.
