,review_id,review_datePublished,review_author,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,review_bestRating,review_worstRating,rating_overall,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes,work_details
72,review-59089592,2024-07-26,Anonymous,Customer Service Executive,Jio,Nipani,4,,,4,4.0,5.0,5.0,4.0,3.0,5.0,4.0,Yes but another department . ,Salary increment  issue work pressure,[]
73,review-59085824,2024-07-26,Anonymous,Network Planning Engineer,Jio,Hyderabad / Secunderabad,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Hppy ,"Waste
Rt
Tuu
Yjh
Jj","['Work related travel:', '\xa0', 'This is a desk job.']"
74,review-59070948,2024-07-25,Anonymous,Senior Operations Engineer,Jio,Navi Mumbai,4,,,4,4.0,4.0,3.0,4.0,4.0,4.0,4.0,More opportunities to work on multiple projects. ,No night shift allowance and Pick-up and drop.,[]
75,review-59069412,2024-07-25,Anonymous,Assistant Manager,Jio,Hyderabad / Secunderabad,3,,,3,2.0,4.0,3.0,3.0,2.0,4.0,2.0,Good learning and if you are working hard then they may give you good positions ,No good hikes,"['Work related travel:', '\xa0', 'This is a desk job.']"
76,review-59069888,2024-07-25,Anonymous,Manager,Jio,Bangalore / Bengaluru,3,,,3,1.0,2.0,2.0,2.0,2.0,3.0,3.0,"Less meetings ,one gets time to learn and upskill ","Less compensation than market standard, growth is limited",[]
77,review-59064494,2024-07-25,Anonymous,Assistant Manager,Jio,New Delhi,5,,,5,5.0,5.0,5.0,4.0,5.0,5.0,3.0,"Job security 100%, salary on time or before time ",Working hours issue  personal life hell,[]
78,review-59064370,2024-07-25,Anonymous,Customer Care Executive,Jio,Mumbai,4,,,4,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Work culture and supportive staff ,There is no dislike about anything,[]
79,review-59062538,2024-07-25,Anonymous,Field Engineer,Jio,Junagadh,5,,,5,3.0,5.0,5.0,3.0,5.0,5.0,3.0,Overall good experience ,There is no dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
80,review-59060894,2024-07-25,Anonymous,Fiber Engineer,Jio,Lucknow,5,,,5,5.0,5.0,5.0,5.0,3.0,5.0,5.0,More time learning and next level promotion ,Jio Fiber Engineer Salary not increase any year,[]
81,review-59043876,2024-07-24,Anonymous,Site Engineer,Jio,Hosur,3,,,3,3.0,4.0,3.0,4.0,3.0,2.0,2.0,I'm worked as a site engineer that was a filed work ,No no no,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
82,review-59043788,2024-07-24,Anonymous,Network Engineer,Jio,Bhubaneswar,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good culture maintaining here ,Not any dislike is there,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
83,review-59042592,2024-07-24,Anonymous,Senior Sales Officer,Jio,Ludhiana,3,,,3,2.0,2.0,1.0,1.0,3.0,2.0,1.0,Salary on time ,Bad behaviors by team mentors and seniors,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
84,review-59041676,2024-07-24,Anonymous,Assistant Manager Supply Chain,Jio,Damoh,3,,,3,3.0,4.0,5.0,5.0,2.0,5.0,5.0,"I like very much here 
Work Life balance ",Salary is too much Low according to the designation,"['Work related travel:', '\xa0', 'This is a desk job.']"
85,review-59038586,2024-07-24,Anonymous,Manager,Jio,Mumbai,3,,,3,2.0,4.0,2.0,4.0,2.0,4.0,4.0,Work life balance ,Increments and appraisals,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
86,review-59035020,2024-07-24,Anonymous,"Application Support Engineer",Jio,Bangalore / Bengaluru,3,,,3,2.0,2.0,3.0,2.0,2.0,5.0,2.0,Job security ,Work culture is not good,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
87,review-59024740,2024-07-24,Anonymous,Senior Sdet Engineer,Jio,Navi Mumbai,4,,,4,4.0,4.0,3.0,4.0,3.0,3.0,3.0,working ,working hfdh fdsjfhjd dsmfnd dffn,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
88,review-59024130,2024-07-24,Anonymous,Home Sales Officer,Jio,Akola,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Ok done ,No I don't,"['Work related travel:', '\xa0', 'This is a desk job.']"
89,review-59022600,2024-07-24,Anonymous,Point of Sales Manager,Jio,Rudrapur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good work from the ,no problem this,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country.']"
90,review-59021724,2024-07-24,Anonymous,Executive,Jio,Navi Mumbai,3,,,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,OK ,GOOD JOB NICE PLACE TO WORK,[]
91,review-59019202,2024-07-24,Anonymous,Lead Talent Acquisition,Jio,Mumbai,5,,,5,4.0,3.0,4.0,4.0,5.0,5.0,5.0,Job security ,Learning opportunities are less,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
92,review-50425002,2024-07-24,Anonymous,Fiber Engineer,Jio,Hyderabad / Secunderabad,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All are good ,No dislikes,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country,\xa0', 'International Travel.']"
93,review-59015562,2024-07-23,Anonymous,Senior Software Engineer,Jio,Mumbai,4,,,4,2.0,3.0,3.0,3.0,3.0,5.0,3.0,Environment and job security ,"salary and benefits, work life balance","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
94,review-59015492,2024-07-23,Anonymous,General Manager,Jio,Navi Mumbai,1,,,1,1.0,1.0,1.0,1.0,2.0,4.0,1.0,Job stability ,Management is bureaucratic and do not care about employees.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
95,review-59013092,2024-07-23,Anonymous,Manager,Jio,Mumbai,4,,,4,4.0,4.0,4.0,4.0,4.0,5.0,4.0,Company policies for employees are excellent with a lot of good benefits. ,Appraisal cycle is extremely delayed even till November,[]
96,review-59009962,2024-07-23,Anonymous,Manager Enterprise Sales,Jio,Guwahati,4,,,4,4.0,5.0,5.0,5.0,5.0,4.0,5.0,Work environment is excellent ,Overall things are good,"['Work related travel:', '\xa0', 'This is a desk job.']"
97,review-47733798,2024-07-22,Anonymous,Training Head,Jio,Patna,5,,,5,3.0,4.0,4.0,4.0,4.0,5.0,5.0,Process orientation ,Top to bottom approach,"['Work related travel:', '\xa0', 'This is a desk job.']"
98,review-58989646,2024-07-22,Anonymous,Enterprise Sales Officer,Jio,Indore,3,,,3,2.0,2.0,1.0,1.0,2.0,1.0,1.0,Good Company for pressure ,Very Work Pressure,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
99,review-58969104,2024-07-22,Anonymous,Senior Product Manager,Jio,Bangalore / Bengaluru,2,,,2,1.0,1.0,1.0,1.0,5.0,2.0,1.0,Na ,"Ambiguous, fast paced, no employee wellness","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
100,review-58968958,2024-07-22,Anonymous,Deputy Manager,Jio,Chennai,4,,,4,5.0,5.0,4.0,4.0,5.0,3.0,4.0,Promotion and increment will sure if you are met your KPI ,Unwanted pressure for Sales peoples,[]
101,review-58968944,2024-07-22,Anonymous,Finance Executive,Jio,Bhubaneswar,5,,,5,3.0,5.0,3.0,5.0,2.0,2.0,5.0,Office culture & celebration ,Salary increment  but otherwise all good,[]
102,review-58963906,2024-07-21,Anonymous,Finance Executive,Jio,Hyderabad / Secunderabad,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,They will terminate all employees once project completed or any Fraud activities happen ,Job termination immediately by one month timeline,[]
103,review-58960974,2024-07-21,Anonymous,Deputy Manager Operations,Jio,Navi Mumbai,2,,,2,1.0,3.0,1.0,1.0,2.0,4.0,1.0,Learning and medical policy. ,"Bad work culture , no work life balance",[]
104,review-46839336,2024-07-21,Anonymous,National Sales Manager,Jio,Bangalore / Bengaluru,3,,,3,1.0,4.0,1.0,1.0,4.0,4.0,1.0,New tech to learn ,Work culture needs improvement,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
105,review-58935302,2024-07-20,Anonymous,Manager,Jio,Bhubaneswar,4,,,4,1.0,5.0,1.0,4.0,1.0,3.0,3.0,"Opportunity for learning.
Scope is there for learning. ","No ethics of company.
No culture related to increment and promotion
No fixed timeline of PLI and increment.
There is no HR policy and no HR power.",[]
106,review-58929438,2024-07-20,Anonymous,Deputy Manager,Jio,Surat,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All Good and excellent policies for employee. ,Need to reduse the VC culture.,[]
107,review-50133630,2024-07-20,Anonymous,Mobility Sales Lead,Jio,Panchkula,1,,,1,1.0,1.0,1.0,1.0,2.0,3.0,1.0,Reliance jio provide job security for some extend ,Undue pressure. Unorganised way to rush things. Unnecessary vertical for reporting,[]
108,review-58841238,2024-07-20,Anonymous,Fiber Engineer,Jio,Hyderabad / Secunderabad,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Overall ,It's a good experience ",Government holidays should be included,[]
109,review-58918188,2024-07-20,Anonymous,Executive,Jio,Ankleshwar,5,,,5,4.0,3.0,4.0,4.0,3.0,5.0,5.0,Work life balance is good ,Increment and other facilities are not good,[]
110,review-58917966,2024-07-20,Anonymous,Senior Executive,Jio,Aligarh,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing Good ,Very Bad Experience,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
111,review-58917350,2024-07-20,Anonymous,Assistant Manager,Jio,Thiruvananthapuram,3,,,3,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Salary on time ,"Appraisal will come only on September,",[]
112,review-58913228,2024-07-20,Anonymous,Deputy Manager,Jio,Ludhiana,1,,,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,Nothing ,All employees overburden. Stress  stress stress stress stress stress stress stress,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
113,review-58911058,2024-07-19,Anonymous,Assistant Territory Sales Manager,Jio,Navi Mumbai,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Good culture ,Nothing about jio,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
114,review-58908278,2024-07-19,Anonymous,Electrical Maintenance Supervisor,Jio,Pune,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All type Electrical work like ,No any Work,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
115,review-58904878,2024-07-19,Anonymous,Manager Talent Acquisition,Jio,Mumbai,3,,,3,1.0,4.0,3.0,3.0,2.0,4.0,3.0,Job Security ,Promotions & increment never on time,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
116,review-58901384,2024-07-19,Anonymous,Graphic Designer,Jio,Mumbai,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,they are providing good salary ,everything is good their,[]
117,review-58885422,2024-07-19,Anonymous,Jio Point Manager,Jio,Coimbatore,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,It's good company nice ,No,"['Work related travel:', '\xa0', 'This is a desk job.']"
118,review-58880578,2024-07-19,Anonymous,RF Engineer,Jio,Akola,3,,,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Salary on time ,No increment,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
119,review-58876412,2024-07-19,Anonymous,Assistant Manager,Jio,Mumbai,3,,,3,3.0,5.0,4.0,3.0,3.0,3.0,3.0,Reliance medical insurance ,Office culture,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
120,review-58871454,2024-07-19,Anonymous,Ofc Project Engineer,Jio,New Delhi,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Long life ,No comments me know what,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
121,review-58861346,2024-07-19,Anonymous,Jio - Centre Manager,Jio,Beed,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,You will not be able to make balance in personal life. ,Politics and my abh neeraj fernandis is playing role of saas mother in law,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
122,review-58865258,2024-07-18,Anonymous,Jio Point Manager,Jio,Howrah,1,,,1,1.0,3.0,1.0,1.0,2.0,5.0,1.0,Nothing is like for me ,Every thing is dislike,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
123,review-58859468,2024-07-18,Anonymous,Jio Point Manager,Jio,Ahmedabad,4,,,4,5.0,5.0,3.0,5.0,3.0,3.0,4.0,Nice ,"There was no work that I did not like, I liked everything","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
124,review-58842800,2024-07-18,Anonymous,Senior Cloud Engineer,Jio,Mumbai,2,,,2,1.0,1.0,1.0,3.0,3.0,2.0,5.0,Not much work load .. ,Permanent work from office not pickup drop for shift employees and no shift allowances,"['Work related travel:', '\xa0', 'This is a desk job.']"
125,review-58838234,2024-07-18,Anonymous,Telecom Officer,Jio,Tiruppur,5,,,5,4.0,5.0,4.0,5.0,4.0,5.0,5.0,Satisfied of work ,Salary not satisfied....,[]
126,review-58835070,2024-07-18,Anonymous,Service Incharge,Jio,Satna,2,,,2,1.0,2.0,2.0,2.0,2.0,4.0,3.0,Company policy are good ,"Incriment / Pramotion are very disappointing,","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country.']"
127,review-58816004,2024-07-18,Anonymous,Fttx  Engineer,Jio,Lucknow,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I like jio work ,No jio company is good company,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
128,review-58823444,2024-07-18,Anonymous,Deputy Manager,Jio,Meerut,3,,,3,1.0,2.0,1.0,1.0,1.0,2.0,2.0,Nothing ,"No culture
Toxic behaviors of seniors
S","['Work related travel:', '\xa0', 'This is a desk job.']"
129,review-58820262,2024-07-18,Anonymous,Manager,Jio,Bolpur,4,,,4,3.0,3.0,2.0,2.0,4.0,4.0,2.0,Salary on time. Medical benefits ,"Work life ,","['Work related travel:', '\xa0', 'This is a desk job.']"
130,review-58815478,2024-07-18,Anonymous,Softwaretest Engineer,Jio,Bangalore / Bengaluru,5,,,5,3.0,3.0,5.0,4.0,5.0,4.0,5.0,Good working culture and we can grow our skills with multiple projects ,NA,[]
131,review-58814360,2024-07-18,Anonymous,Engineer,Jio,Jaipur,5,,,5,4.0,4.0,4.0,5.0,4.0,4.0,5.0,Nice team work ,Job growth and security,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
132,review-58809232,2024-07-18,Anonymous,Area Sales Manager,Jio,Sonipat,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All good ,Nothing to dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
133,review-58800748,2024-07-18,Anonymous,Assistant Sales Manager,Jio,Kochi,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very happy ,There is no dislikes,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
134,review-58797318,2024-07-17,Anonymous,Assistant Sales Manager,Jio,Mumbai,1,,,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Salary ,"Culture 
Senior management 
Unnecessary pressure","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
